id,Address,Response_Address,Response_X,Response_Y
1,臺北市文山區指南路二段45巷10弄1號,,,
2,臺北市文山區試院路1號,,,
3,臺北市萬華區中華路二段5110號,,,
4,臺北市內湖區民權東路六段1210號,,,
5,臺北市中山區新生北路三段82巷1號,,,
6,臺北市中山區中原街1210號,,,
7,臺北市中山區松江路150巷1號,,,
8,臺北市中山區松江路235巷31號,,,
9,臺北市內湖區麗山街46巷5弄1號,,,
10,臺北市信義區和平東路三段463巷1號,,,
11,臺北市士林區通河街323巷1號,,,
12,臺北市士林區天母東路31號,,,
13,臺北市北投區行義路1號,,,
14,臺北市大安區通化街190巷1號,,,
15,臺北市大安區和平東路三段1巷72弄1號,,,
16,臺北市大安區辛亥路一段910號,,,
17,臺北市松山區富錦街581巷1號,,,
18,臺北市大安區通化街120巷1號,,,
19,臺北市松山區南京東路五段1810號,,,
20,臺北市內湖區南京東路六段2410號,,,
21,臺北市中山區合江街73巷1號,,,
22,臺北市內湖區民權東路六段3010號,,,
23,臺北市中山區新生北路三段1號,,,
24,臺北市大安區永康街17巷1號,,,
25,臺北市文山區仙岩路22巷1號,,,
26,臺北市中正區牯嶺街61號,,,
27,臺北市大安區四維路2110號,,,
28,臺北市大安區復興南路一段107巷5弄1號,,,
29,臺北市北投區泉源路31號,,,
30,臺北市北投區中山北路七段219巷3弄2710號,,,
31,臺北市士林區福林路251巷1號,,,
32,臺北市士林區福林路251巷1號,,,
33,臺北市士林區芝玉路一段2110號,,,
34,臺北市北投區溫泉路37巷1號,,,
35,臺北市南港區研究院路二段34巷1號,,,
36,臺北市松山區塔悠路1810號,,,
37,臺北市中山區敬業三路162巷1號,,,
38,臺北市中山區遼寧街2110號,,,
39,臺北市中山區雙城街19巷1號,,,
40,臺北市中山區林森北路3610號,,,
41,臺北市內湖區康寧路三段99巷12弄1號,,,
42,臺北市大同區延平北路一段61號,,,
43,臺北市萬華區內江街1210號,,,
44,臺北市萬華區西園路一段136巷16弄1號,,,
45,臺北市大同區蘭州街124巷16弄1號,,,
46,臺北市文山區木新路三段95巷7弄1號,,,
47,臺北市中正區廈門街113巷1號,,,
48,臺北市中正區廈門街113巷1號,,,
49,臺北市文山區三福街9巷1號,,,
50,臺北市中正區詔安街26巷10弄1號,,,
51,臺北市文山區景興路2110號,,,
52,臺北市大同區長安西路52巷1號,,,
53,臺北市大同區歸綏街160巷1號,,,
54,臺北市中山區遼寧街76巷1號,,,
55,臺北市內湖區南京東路六段451巷31號,,,
56,臺北市中山區北安路595巷20弄1號,,,
57,臺北市中山區中山北路二段59巷31號,,,
58,臺北市內湖區金湖路3910號,,,
59,臺北市松山區寶清街1號,,,
60,臺北市松山區民權東路三段106巷3弄1號,,,
61,臺北市南港區八德路四段8710號,,,
62,臺北市南港區經貿二路235巷1號,,,
63,臺北市士林區重慶北路四段2110號,,,
64,臺北市士林區中山北路七段216巷1號,,,
65,臺北市北投區一心路32巷1號,,,
66,臺北市大安區通化街171巷31號,,,
67,臺北市中正區同安街28巷1號,,,
68,臺北市大安區忠孝東路三段10巷1號,,,
69,臺北市大同區錦西街38巷31號,,,
70,臺北市內湖區民權東路六段296巷1號,,,
71,臺北市中山區林森北路310巷31號,,,
72,臺北市士林區士商路1210號,,,
73,臺北市北投區石牌路二段348巷1號,,,
74,臺北市士林區格致路20巷1號,,,
75,臺北市大安區建國南路一段175巷1號,,,
76,臺北市北投區明德路150巷1號,,,
77,臺北市松山區南京東路五段2110號,,,
78,臺北市內湖區港墘路82巷1號,,,
79,臺北市大同區重慶北路二段1810號,,,
80,臺北市內湖區行善路25巷8弄1號,,,
81,臺北市大安區樂業街72巷1號,,,
82,臺北市大安區四維路14巷1號,,,
83,臺北市士林區尊賢街224巷1號,,,
84,臺北市士林區忠誠路二段31號,,,
85,臺北市北投區溫泉路61號,,,
86,臺北市北投區自強街5巷116弄1號,,,
87,臺北市士林區天母東路61號,,,
88,臺北市松山區新東街61號,,,
89,臺北市內湖區陽光街161巷1弄1號,,,
90,臺北市內湖區成功路二段3610號,,,
91,臺北市中山區建國北路一段31號,,,
92,臺北市中正區泰安街1號,,,
93,臺北市大同區重慶北路一段1號,,,
