編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPOPMLOKNHNFFAD87CA,13,40.47,見其他登記事項,鋼筋混凝土造,93年12月3日,八層,七層
RPOPMLOKNHNFFAD87CA,13,8.37,共有部分,鋼筋混凝土造,93年12月3日,八層,
RPOPMLOKNHNFFAD87CA,13,7.78,共有部分,鋼筋混凝土造,93年12月3日,八層,
RPVOMLOKNHNFFAD48CA,28,244.30,住商用,鋼筋混凝土造,79年3月27日,三層,一層 二層 三層 屋頂突出物 騎樓 通道 地下層
RPVOMLOKNHNFFAD48CA,28,54.50,共有部分,鋼筋混凝土造,79年3月27日,三層,
RPVOMLLKNHNFFAD18CA,36,58.66,住家用,鋼筋混凝土造,71年8月5日,七層,六層
RPVOMLLKNHNFFAD18CA,36,15.07,共有部分,鋼筋混凝土造,71年8月5日,七層,
RPVOMLPKNHNFFAD58CA,36,128.64,住家用,鋼筋混凝土造,70年10月29日,三層,一層 二層 三層 屋頂突出物
RPRNMLOKNHNFFAD97CA,1,60.20,見其他登記事項,見其他登記事項,106年1月24日,二十三層,十七層
RPRNMLOKNHNFFAD97CA,1,59.82,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPRNMLOKNHNFFAD97CA,1,.42,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPRNMLOKNHNFFAD97CA,1,.00,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPRNMLOKNHNFFAD97CA,1,.28,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPRNMLOKNHNFFAD97CA,1,.00,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPTPMLPKNHNFFAD48CA,1,57.80,見其他登記事項,見其他登記事項,105年11月9日,二十七層,十二層
RPTPMLPKNHNFFAD48CA,1,27.98,見其他登記事項,見其他登記事項,105年11月9日,二十七層,
RPSQMLPKNHNFFAD48CA,27,10.70,共有部分,鋼筋混凝土造,80年6月24日,七層,
RPSQMLPKNHNFFAD48CA,27,7.66,商業用,鋼筋混凝土造,80年6月24日,七層,
RPSQMLPKNHNFFAD48CA,27,10.70,共有部分,鋼筋混凝土造,80年6月24日,七層,
RPSQMLPKNHNFFAD48CA,27,7.66,商業用,鋼筋混凝土造,80年6月24日,七層,
RPSQMLPKNHNFFAD48CA,27,23.59,共有部分,鋼筋混凝土造,80年6月24日,七層,
RPSQMLPKNHNFFAD48CA,27,109.82,住家用,鋼筋混凝土造,80年6月24日,七層,四層
RPQNMLOKNHNFFAD87CA,1,84.35,見其他登記事項,見其他登記事項,106年1月24日,二十六層,十六層
RPQNMLOKNHNFFAD87CA,1,71.41,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPQNMLOKNHNFFAD87CA,1,.59,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPQNMLOKNHNFFAD87CA,1,.00,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPQNMLOKNHNFFAD87CA,1,.39,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPQNMLOKNHNFFAD87CA,1,.00,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPOQMLPKNHNFFAD08CA,22,75.59,住家用,鋼筋混凝土造,85年8月16日,八層,四層
RPOQMLPKNHNFFAD08CA,22,15.44,共有部分,鋼筋混凝土造,85年8月16日,八層,
RPOQMLPKNHNFFAD08CA,22,.00,共有部分,鋼筋混凝土造,85年8月16日,八層,
RPOQMLPKNHNFFAD08CA,22,12.54,共有部分,鋼筋混凝土造,85年8月16日,八層,
RPOQMLPKNHNFFAD08CA,22,.00,共有部分,鋼筋混凝土造,85年8月16日,八層,
RPXOMLPKNHNFFAD78CA,1,85.60,見其他登記事項,見其他登記事項,105年11月9日,二十七層,六層
RPXOMLPKNHNFFAD78CA,1,73.37,見其他登記事項,見其他登記事項,105年11月9日,二十七層,
RPORMLKMNHNFFAD87CA,49,155.82,住家用,加強磚造,58年9月20日,二層,一層 二層
RPRNMLPLNHNFFAD18CA,1,84.39,見其他登記事項,見其他登記事項,106年1月24日,二十六層,十三層
RPRNMLPLNHNFFAD18CA,1,67.30,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPRNMLPLNHNFFAD18CA,1,.59,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPRNMLPLNHNFFAD18CA,1,.00,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPRNMLPLNHNFFAD18CA,1,.39,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPRNMLPLNHNFFAD18CA,1,.00,見其他登記事項,見其他登記事項,106年1月24日,二十六層,
RPTOMLRJOHNFFAD58CA,33,134.90,住家用,鋼筋混凝土造,73年12月24日,五層,五層 夾層
RPTOMLRJOHNFFAD58CA,33,19.21,共有部分,鋼筋混凝土造,73年12月24日,五層,
RPPNMLLMNHNFFAD67CA,11,229.62,見其他登記事項,鋼筋混凝土造,96年8月15日,二十一層,二十層
RPPNMLLMNHNFFAD67CA,11,35.11,共有部分,鋼筋混凝土造,96年8月15日,二十一層,
RPPNMLLMNHNFFAD67CA,11,108.49,共有部分,鋼筋混凝土造,96年8月15日,二十一層,
RPXNMLRKNHNFFBD98CA,25,89.04,住商用,鋼筋混凝土造,82年2月25日,二層,一層 二層 騎樓
RPPNMLRLNHNFFBD28CA,35,143.34,住商用,加強磚造,71年10月22日,二層,一層 二層 屋頂突出物 騎樓
RPPNMLRLNHNFFBD28CA,35,143.34,住商用,加強磚造,71年10月22日,二層,一層 二層 屋頂突出物 騎樓
RPPNMLRLNHNFFBD28CA,35,143.34,住商用,加強磚造,71年10月22日,二層,一層 二層 屋頂突出物 騎樓
RPQNMLPKNHNFFCD18CA,24,29.68,商業用,鋼筋混凝土構造,82年12月16日,十二層,七層
RPQNMLPKNHNFFCD18CA,24,3.81,共有部分,鋼筋混凝土構造,82年12月16日,十二層,
RPQNMLPKNHNFFCD18CA,24,2.79,共有部分,鋼筋混凝土構造,82年12月16日,十二層,
RPQNMLLLNHNFFCD87CA,23,93.86,住家用,鋼筋混凝土構造,84年5月3日,五層,一層 夾層
RPQNMLLLNHNFFCD87CA,23,14.70,共有部分,鋼筋混凝土構造,84年5月3日,五層,
RPTNMLMKNHNFFCD18CA,10,6.48,共有部分,鋼筋混凝土構造,97年2月29日,十四層,
RPTNMLMKNHNFFCD18CA,10,21.93,住家用,鋼筋混凝土構造,97年2月29日,十四層,五層
RPTNMLMKNHNFFCD18CA,10,5.48,共有部分,鋼筋混凝土構造,97年2月29日,十四層,
RPVOMLOKNHNFFCD68CA,22,87.48,住商用,鋼筋混凝土構造,85年2月3日,十六層,一層 二層 騎樓
RPVOMLOKNHNFFCD68CA,22,28.77,共有部分,鋼筋混凝土構造,85年2月3日,十六層,
RPOPMLRKNHNFFCD38CA,22,36.59,共有部分,鋼筋混凝土構造,85年7月27日,八層,
RPOPMLRKNHNFFCD38CA,22,80.51,住家用,鋼筋混凝土構造,85年7月27日,八層,八層
RPOPMLRKNHNFFCD38CA,22,14.49,共有部分,鋼筋混凝土構造,85年7月27日,八層,
RPUOMLOKNHNFFCD58CA,22,91.49,住家用,鋼筋混凝土構造,84年11月11日,七層,二層
RPUOMLOKNHNFFCD58CA,22,40.26,共有部分,鋼筋混凝土構造,84年11月11日,七層,
RPUOMLOKNHNFFCD58CA,22,10.26,共有部分,鋼筋混凝土構造,84年11月11日,七層,
